Tree	-lnL	ti/tv ratio	p-inv	Site	-lnL
				240	1.49895388
				241	1.65742128
				242	5.28130149
				243	1.49895388
				244	1.65742128
				245	1.93294106
				246	1.49895388
				247	1.65742128
				248	1.84624383
				249	1.49895388
				250	6.75666012
				251	1.93294106
				252	1.65742128
				253	7.13784349
				254	5.63814217
				255	1.93294106
				256	1.49895388
				257	8.06406343
				258	5.11632398
				259	1.49895388
				260	1.65742128
				261	1.65742128
				262	1.93294106
				263	1.65742128
				264	1.65742128
				265	1.49895388
				266	1.84624383
				267	7.03634365
				268	6.02463849
				269	1.84624383
				270	1.49895388
				271	1.49895388
				272	1.84624383
				273	1.93294106
				274	1.65742128
				275	1.65742128
				276	7.20231336
				277	1.93294106
				278	1.84624383
				279	8.71542177
				280	1.49895388
				281	1.65742128
				282	1.65742128
				283	13.23939673
				284	13.46777371
				285	10.96608518
				286	7.16088064
				287	5.31562522
				288	6.37770841
				289	5.12012167
				290	1.49895388
				291	1.84624383
				292	1.93294106
				293	8.37430986
				294	1.65742128
				295	1.65742128
				296	1.84624383
				297	5.63814217
				298	8.93386608
				299	5.74064485
				300	6.36917082
				301	10.27054906
				302	6.58506426
				303	9.55095727
				304	12.78767247
				305	5.11632398
				306	1.49895388
				307	1.84624383
				308	6.54873880
				309	12.31713292
				310	1.93294106
				311	7.52079630
				312	5.12012167
				313	1.65742128
				314	1.84624383
				315	1.93294106
				316	10.91184241
				317	1.49895388
				318	1.65742128
				319	1.49895388
				320	1.93294106
				321	5.28130149
				322	8.64147708
				323	1.49895388
				324	1.49895388
				325	1.93294106
				326	1.65742128
				327	1.49895388
				328	5.11632398
				329	1.49895388
				330	1.49895388
				331	8.64147708
				332	5.28489799
				333	5.12012167
				334	7.03634365
				335	1.49895388
				336	1.49895388
				337	1.49895388
				338	1.65742128
				339	1.65742128
				340	1.93294106
				341	1.93294106
				342	1.49895388
				343	1.93294106
				344	1.49895388
				345	13.08487997
				346	1.65742128
				347	1.49895388
				348	1.84624383
				349	1.49895388
				350	1.49895388
				351	1.93294106
				352	1.49895388
				353	1.65742128
				354	1.65742128
				355	1.65742128
				356	1.93294106
				357	1.49895388
				358	1.84624383
				359	6.90052033
				360	1.93294106
				361	9.11695002
				362	1.49895388
				363	1.65742128
				364	9.66065442
				365	1.65742128
				366	1.93294106
				367	10.15925091
				368	9.10057811
				369	1.49895388
				370	7.98100901
				371	1.65742128
				372	5.59114656
				373	1.49895388
				374	1.65742128
				375	6.98318377
				376	1.84624383
				377	1.65742128
				378	1.84624383
				379	1.84624383
				380	1.65742128
				381	6.42051757
				382	9.13096329
				383	1.49895388
				384	1.49895388
				385	1.84624383
				386	1.49895388
				387	1.65742128
				388	1.65742128
				389	7.62877624
				390	1.49895388
				391	1.83643093
				392	6.42051757
				393	1.84624383
				394	6.79076120
				395	5.63814217
				396	1.93294106
				397	15.16328140
				398	1.84624383
				399	1.93294106
				400	5.12012167
				401	1.49895388
				402	1.49895388
				403	1.84624383
				404	1.84624383
				405	7.58205646
				406	9.92889205
				407	13.45103444
				408	1.65742128
				409	1.84624383
				410	1.93294106
				411	1.49895388
				412	1.65742128
				413	1.84624383
				414	6.39637898
				415	1.84624383
				416	1.93294106
				417	11.01255543
				418	1.65742128
				419	6.80772339
				420	5.31562522
				421	5.12012167
				422	1.65742128
				423	1.84624383
				424	1.49895388
				425	1.65742128
				426	1.65742128
				427	1.65742128
				428	1.49895388
				429	1.84624383
				430	1.93294106
				431	6.66907907
				432	5.12012167
				433	1.49895388
				434	1.49895388
				435	1.49895388
				436	1.65742128
				437	1.49895388
				438	1.84624383
				439	11.70197202
				440	1.65742128
				441	1.65742128
				442	8.36772205
				443	6.67008964
				444	1.49895388
				445	1.49895388
				446	1.65742128
				447	1.93294106
				448	1.93294106
				449	1.65742128
				450	1.49895388
				451	1.65742128
				452	8.75958208
				453	1.65742128
				454	1.84624383
				455	1.84624383
				456	1.84624383
				457	7.47923465
				458	6.73803809
				459	1.49895388
				460	1.93294106
				461	1.65742128
				462	1.49895388
				463	1.93294106
				464	1.84624383
				465	5.63814217
				466	6.02463849
				467	5.28489799
				468	1.49895388
				469	1.84624383
				470	5.63519102
				471	1.49895388
				472	1.93294106
				473	1.65742128
				474	1.65742128
				475	1.65742128
				476	1.84624383
				477	10.05169189
				478	1.65742128
				479	1.93294106
				480	1.49895388
				481	5.14783738
				482	1.65742128
				483	8.52420439
				484	1.65742128
				485	1.84624383
				486	1.93294106
				487	1.65742128
				488	9.35818876
				489	5.11632398
				490	10.28847539
				491	1.49895388
				492	9.64041499
				493	5.70209428
				494	1.49895388
				495	1.84624383
				496	5.28130149
				497	6.68185135
				498	1.93294106
				499	7.52358286
				500	5.63519102
				501	5.74064485
				502	5.11632398
				503	1.93294106
				504	1.65742128
				505	1.49895388
				506	5.63814217
				507	5.74064485
				508	1.65742128
				509	1.65742128
				510	1.84624383
				511	5.12012167
				512	1.84624383
				513	1.49895388
				514	1.93294106
				515	8.22212504
				516	1.65742128
				517	1.65742128
				518	1.49895388
				519	1.93294106
				520	8.41931545
				521	1.93294106
				522	5.67243609
				523	1.84624383
				524	1.84624383
				525	1.49895388
				526	1.84624383
				527	1.84624383
				528	1.93294106
				529	1.49895388
				530	1.49895388
				531	1.49895388
				532	5.11632398
				533	1.65742128
				534	1.49895388
				535	1.93294106
				536	1.65742128
				537	9.06170248
				538	1.49895388
				539	6.93855843
				540	6.93126870
				541	5.63814217
				542	1.49895388
				543	1.84624383
				544	1.65742128
				545	6.98668685
				546	5.12012167
				547	7.11455940
				548	9.32055389
				549	6.79076120
				550	1.49895388
				551	1.65742128
				552	1.65742128
				553	1.65742128
				554	1.84624383
				555	1.93294106
				556	1.84624383
				557	1.65742128
				558	1.65742128
				559	1.65742128
				560	1.49895388
				561	1.49895388
				562	1.65742128
				563	1.65742128
				564	1.93294106
				565	1.93294106
				566	1.49895388
				567	1.65742128
				568	1.84624383
				569	1.49895388
				570	1.49895388
				571	1.49895388
				572	5.41171636
				573	1.47198907
				574	1.81915985
				575	1.84624383
				576	1.84624383
				577	1.49895388
				578	1.84624383
				579	1.65742128
				580	1.84624383
				581	1.65742128
				582	1.65742128
				583	1.49895388
				584	1.84624383
				585	1.49895388
				586	1.49895388
				587	1.93294106
				588	1.49895388
				589	1.49895388
				590	1.65742128
				591	7.14551314
				592	7.12337893
				593	1.65742128
				594	1.93294106
				595	1.49895388
				596	1.93294106
				597	1.49895388
				598	1.49895388
				599	7.27502933
				600	1.93294106
				601	1.93294106
				602	1.65742128
				603	1.65742128
				604	1.93294106
				605	1.93294106
				606	1.84624383
				607	1.49895388
				608	1.65742128
				609	1.93294106
				610	5.41171636
				611	1.84624383
				612	1.65742128
				613	1.65742128
				614	8.90985226
				615	5.12012167
				616	1.84624383
				617	1.49895388
				618	1.65742128
				619	1.65742128
				620	1.49895388
				621	1.65742128
				622	1.65742128
				623	1.84624383
				624	1.84624383
				625	1.93294106
				626	1.93294106
				627	1.65742128
				628	1.84624383
				629	1.84624383
				630	1.65742128
				631	1.49895388
				632	1.49895388
				633	5.12012167
				634	8.93386608
				635	1.93294106
				636	1.93294106
				637	1.49895388
				638	1.65742128
				639	1.84624383
				640	1.65742128
				641	1.64815624
				642	7.96175032
				643	5.21359978
				644	7.21984715
				645	6.44682494
				646	7.21984715
				647	5.57691391
				648	8.81938486
				649	1.48897975
				650	1.64815624
				651	1.64815624
				652	1.64815624
				653	1.65742128
				654	1.84624383
				655	1.65742128
				656	1.49895388
				657	1.49895388
				658	1.93294106
				659	1.49895388
				660	1.49895388
				661	1.93294106
				662	1.49895388
				663	1.84624383
				664	1.65742128
				665	1.93294106
				666	1.49895388
				667	1.49895388
				668	1.84624383
				669	1.93294106
				670	1.49895388
				671	1.93294106
				672	1.84624383
				673	1.49895388
				674	1.93294106
				675	1.84624383
				676	1.65742128
				677	1.49895388
				678	1.84624383
				679	1.49895388
				680	1.93294106
				681	1.49895388
				682	8.70768976
				683	5.95152910
				684	1.49895388
				685	1.93294106
				686	6.38138941
				687	1.65742128
				688	5.41171636
				689	1.93294106
				690	1.49895388
				691	1.93294106
				692	7.27502933
				693	7.14551314
				694	5.41171636
				695	1.49895388
				696	1.93294106
				697	1.93294106
				698	1.65742128
				699	1.65742128
				700	1.49895388
				701	1.93294106
				702	1.84624383
				703	9.29658954
				704	1.84624383
				705	5.41171636
				706	5.95152910
				707	1.65742128
				708	1.65742128
				709	1.84624383
				710	1.49895388
				711	1.65742128
				712	1.49895388
				713	1.84624383
				714	1.49895388
				715	5.63519102
				716	1.65742128
				717	1.65742128
				718	1.84624383
				719	1.84624383
				720	1.84624383
				721	6.93126870
				722	9.24493216
				723	12.70928158
				724	1.93294106
				725	10.00256757
				726	1.93294106
				727	1.93294106
				728	1.84624383
				729	1.49895388
				730	1.49895388
				731	1.65742128
				732	1.49895388
				733	1.49895388
				734	1.65742128
				735	1.65742128
				736	1.49895388
				737	1.49895388
				738	8.90008959
				739	5.11632398
				740	7.11455940
				741	1.49895388
				742	1.49895388
				743	1.65742128
				744	8.53306172
				745	1.49895388
				746	1.65742128
				747	8.59969748
				748	1.49895388
				749	7.53296664
				750	1.84624383
				751	1.65742128
				752	1.65742128
				753	1.49895388
				754	1.93294106
				755	1.84624383
				756	1.65742128
				757	16.41288063
				758	1.84624383
				759	1.65742128
				760	1.93294106
				761	1.49895388
				762	1.84624383
				763	1.84624383
				764	1.84624383
				765	1.84624383
				766	1.93294106
				767	1.93294106
				768	1.65742128
				769	1.49895388
				770	1.49895388
				771	1.49895388
				772	1.84624383
				773	11.71735020
				774	7.46284374
				775	1.84624383
				776	1.65742128
				777	1.84624383
				778	1.65742128
				779	1.84624383
				780	1.49895388
				781	1.93294106
				782	6.39886024
				783	7.12481339
				784	1.93294106
				785	1.65742128
				786	1.84624383
				787	1.65742128
				788	7.06139951
				789	1.93294106
				790	1.49895388
				791	6.72950764
				792	15.22449264
				793	8.85321676
				794	10.41380648
				795	5.12012167
				796	5.11632398
				797	1.65742128
				798	1.84624383
				799	1.65742128
				800	5.31562522
				801	9.87864581
				802	9.56109867
				803	6.54873880
				804	1.49895388
				805	12.37633638
				806	11.22721999
				807	1.49895388
				808	1.84624383
				809	12.30669882
				810	1.65742128
				811	13.51646239
				812	10.63612525
				813	9.99083750
				814	7.16425153
				815	1.49895388
				816	7.47923465
				817	1.49895388
				818	1.65742128
				819	6.37770841
				820	7.57137411
				821	10.87252578
				822	15.74303001
				823	11.53853202
				824	1.65742128
				825	1.49895388
				826	1.84624383
				827	10.60845498
				828	5.59114656
				829	7.38462799
				830	1.65742128
				831	1.65742128
				832	5.63519102
				833	5.63814217
				834	10.96608518
				835	7.77784818
				836	13.29052532
				837	10.72983878
				838	1.84624383
				839	1.93294106
				840	9.36125869
				841	1.65742128
				842	1.49895388
				843	1.93294106
				844	1.93294106
				845	1.84624383
				846	5.14783738
				847	1.49895388
				848	1.65742128
				849	1.93294106
				850	1.93294106
				851	1.49895388
				852	8.85321676
				853	1.65742128
				854	1.49895388
				855	1.49895388
				856	1.84624383
				857	1.93294106
				858	1.49895388
				859	6.73520397
				860	1.65742128
				861	1.65742128
				862	1.84624383
				863	1.93294106
				864	1.84624383
				865	1.49895388
				866	1.84624383
				867	1.84624383
				868	1.93294106
				869	7.77784818
				870	1.84624383
				871	1.65742128
				872	1.93294106
				873	5.11632398
				874	1.65742128
				875	1.65742128
				876	1.49895388
				877	12.02114667
				878	10.26980898
				879	1.49895388
				880	1.49895388
				881	1.65742128
				882	1.65742128
				883	1.93294106
				884	1.84624383
				885	1.49895388
				886	1.84624383
				887	1.93294106
				888	1.65742128
				889	1.49895388
				890	1.93294106
				891	1.65742128
				892	1.65742128
				893	1.93294106
				894	1.84624383
				895	1.49895388
				896	1.84624383
				897	10.87034629
				898	5.41171636
				899	1.49895388
				900	1.93294106
				901	1.84624383
				902	1.65742128
				903	1.49895388
				904	1.65742128
				905	5.70209428
				906	1.65742128
				907	5.95152910
				908	10.27054906
				909	1.49895388
				910	1.84624383
				911	1.49895388
				912	1.49895388
				913	1.93294106
				914	1.49895388
				915	1.65742128
				916	1.65742128
				917	1.93294106
				918	12.39195881
				919	1.84624383
				920	1.49895388
17	3192.48542739	2.63590838	0.64984878
				1	6.33520726
				2	1.65707450
				3	1.49886221
				4	1.65707450
				5	1.65707450
				6	8.60335613
				7	1.84663062
				8	1.93320964
				9	7.73398235
				10	1.84663062
				11	6.60708589
				12	7.87714842
				13	9.76263046
				14	5.72853057
				15	10.17515679
				16	1.49886221
				17	1.49886221
				18	1.65707450
				19	15.25042388
				20	10.40345054
				21	7.08018718
				22	1.49886221
				23	1.49886221
				24	1.65707450
				25	1.65707450
				26	1.65707450
				27	1.84663062
				28	7.09274085
				29	9.22154819
				30	12.55783954
				31	1.93320964
				32	1.49886221
				33	1.84663062
				34	1.93320964
				35	1.65707450
				36	1.65707450
				37	1.93320964
				38	5.30577665
				39	1.84663062
				40	1.84663062
				41	7.17655955
				42	8.12119152
				43	7.23726837
				44	1.93320964
				45	1.65707450
				46	13.01597899
				47	1.49886221
				48	7.54855778
				49	1.49886221
				50	1.84663062
				51	1.93320964
				52	10.48047914
				53	1.49886221
				54	1.84663062
				55	5.13846777
				56	6.74951861
				57	1.84663062
				58	1.93320964
				59	1.49886221
				60	1.65707450
				61	1.93320964
				62	1.93320964
				63	1.65707450
				64	1.49886221
				65	1.84663062
				66	1.93320964
				67	11.36457550
				68	1.49886221
				69	1.93320964
				70	1.93320964
				71	1.49886221
				72	1.49886221
				73	1.93320964
				74	1.49886221
				75	1.49886221
				76	7.68322238
				77	1.65707450
				78	1.65707450
				79	1.49886221
				80	1.84663062
				81	7.85091174
				82	1.93320964
				83	7.33211085
				84	1.84663062
				85	1.84663062
				86	1.65707450
				87	1.65707450
				88	1.49886221
				89	1.49886221
				90	1.84663062
				91	9.50667711
				92	1.65707450
				93	9.12747515
				94	6.68871695
				95	1.65707450
				96	1.84663062
				97	1.93320964
				98	1.49886221
				99	6.38868658
				100	1.93320964
				101	7.17655955
				102	7.68322238
				103	1.49886221
				104	1.65707450
				105	1.49886221
				106	1.65707450
				107	1.49886221
				108	1.49886221
				109	1.65707450
				110	1.93320964
				111	1.49886221
				112	1.65707450
				113	1.93320964
				114	1.84663062
				115	1.65707450
				116	1.49886221
				117	5.65509583
				118	1.84663062
				119	1.65707450
				120	1.84663062
				121	1.65707450
				122	1.84663062
				123	1.93320964
				124	1.49886221
				125	1.49886221
				126	5.13434180
				127	1.65707450
				128	5.65816557
				129	1.93320964
				130	1.49886221
				131	1.65707450
				132	1.49886221
				133	1.65707450
				134	1.80922372
				135	1.65707450
				136	1.84663062
				137	1.49886221
				138	1.49886221
				139	8.26818747
				140	6.74759340
				141	1.84663062
				142	1.65707450
				143	1.49886221
				144	1.65707450
				145	1.84663062
				146	1.93320964
				147	8.39151282
				148	8.51889114
				149	1.93320964
				150	1.65707450
				151	1.84663062
				152	1.49886221
				153	1.49886221
				154	7.53827150
				155	1.65707450
				156	1.49886221
				157	1.49886221
				158	1.84663062
				159	1.65707450
				160	1.49886221
				161	1.84663062
				162	1.65707450
				163	1.49886221
				164	1.93320964
				165	1.49886221
				166	8.23304944
				167	1.49886221
				168	1.49886221
				169	1.65707450
				170	1.65707450
				171	1.93320964
				172	1.93320964
				173	1.93320964
				174	1.93320964
				175	5.92644846
				176	5.65509583
				177	1.49886221
				178	1.84663062
				179	1.65707450
				180	1.65707450
				181	1.93320964
				182	1.49886221
				183	1.49886221
				184	1.49886221
				185	1.84663062
				186	1.49886221
				187	12.66595312
				188	1.65707450
				189	1.65707450
				190	9.88987687
				191	1.65707450
				192	1.84663062
				193	5.13434180
				194	1.49886221
				195	1.65707450
				196	1.49886221
				197	1.84663062
				198	1.65707450
				199	1.65707450
				200	5.72853057
				201	6.38868658
				202	1.84663062
				203	1.84663062
				204	1.49886221
				205	1.84663062
				206	1.49886221
				207	1.93320964
				208	1.49886221
				209	9.48983230
				210	6.33520726
				211	1.49886221
				212	1.49886221
				213	8.59831480
				214	15.31214090
				215	1.49886221
				216	1.65707450
				217	13.21175255
				218	7.55340375
				219	1.49886221
				220	1.49886221
				221	1.49886221
				222	11.25465576
				223	8.98904228
				224	13.08681465
				225	8.79155438
				226	10.15409795
				227	8.08989156
				228	1.65707450
				229	1.84663062
				230	1.93320964
				231	1.93320964
				232	1.93320964
				233	1.93320964
				234	5.65509583
				235	8.54481739
				236	1.84663062
				237	7.23726837
				238	5.13846777
				239	6.33520726
				240	1.49886221
				241	1.65707450
				242	5.30190484
				243	1.49886221
				244	1.65707450
				245	1.93320964
				246	1.49886221
				247	1.65707450
				248	1.84663062
				249	1.49886221
				250	6.76693269
				251	1.93320964
				252	1.65707450
				253	7.10764794
				254	5.65816557
				255	1.93320964
				256	1.49886221
				257	8.08989156
				258	5.13434180
				259	1.49886221
				260	1.65707450
				261	1.65707450
				262	1.93320964
				263	1.65707450
				264	1.65707450
				265	1.49886221
				266	1.84663062
				267	7.00267041
				268	5.99902189
				269	1.84663062
				270	1.49886221
				271	1.49886221
				272	1.84663062
				273	1.93320964
				274	1.65707450
				275	1.65707450
				276	7.18184292
				277	1.93320964
				278	1.84663062
				279	8.69579643
				280	1.49886221
				281	1.65707450
				282	1.65707450
				283	13.17638184
				284	13.39072629
				285	10.95103016
				286	7.12986145
				287	5.30716893
				288	6.38868658
				289	5.13846777
				290	1.49886221
				291	1.84663062
				292	1.93320964
				293	8.39151282
				294	1.65707450
				295	1.65707450
				296	1.84663062
				297	5.65816557
				298	8.93963597
				299	5.72853057
				300	6.34223096
				301	10.22324367
				302	6.61208313
				303	9.56100389
				304	12.69249161
				305	5.13434180
				306	1.49886221
				307	1.84663062
				308	6.58327242
				309	12.22755692
				310	1.93320964
				311	7.53827150
				312	5.13846777
				313	1.65707450
				314	1.84663062
				315	1.93320964
				316	10.88233714
				317	1.49886221
				318	1.65707450
				319	1.49886221
				320	1.93320964
				321	5.30190484
				322	8.60335613
				323	1.49886221
				324	1.49886221
				325	1.93320964
				326	1.65707450
				327	1.49886221
				328	5.13434180
				329	1.49886221
				330	1.49886221
				331	8.60335613
				332	5.30577665
				333	5.13846777
				334	7.00267041
				335	1.49886221
				336	1.49886221
				337	1.49886221
				338	1.65707450
				339	1.65707450
				340	1.93320964
				341	1.93320964
				342	1.49886221
				343	1.93320964
				344	1.49886221
				345	13.01597899
				346	1.65707450
				347	1.49886221
				348	1.84663062
				349	1.49886221
				350	1.49886221
				351	1.93320964
				352	1.49886221
				353	1.65707450
				354	1.65707450
				355	1.65707450
				356	1.93320964
				357	1.49886221
				358	1.84663062
				359	6.92261856
				360	1.93320964
				361	9.13567958
				362	1.49886221
				363	1.65707450
				364	9.59651327
				365	1.65707450
				366	1.93320964
				367	10.08605991
				368	9.86789660
				369	1.49886221
				370	8.03057363
				371	1.65707450
				372	5.57145896
				373	1.49886221
				374	1.65707450
				375	6.99595403
				376	1.84663062
				377	1.65707450
				378	1.84663062
				379	1.84663062
				380	1.65707450
				381	6.57182355
				382	9.11327964
				383	1.49886221
				384	1.49886221
				385	1.84663062
				386	1.49886221
				387	1.65707450
				388	1.65707450
				389	7.58252336
				390	1.49886221
				391	1.83704845
				392	6.57182355
				393	1.84663062
				394	6.75613887
				395	5.65816557
				396	1.93320964
				397	15.09743466
				398	1.84663062
				399	1.93320964
				400	5.13846777
				401	1.49886221
				402	1.49886221
				403	1.84663062
				404	1.84663062
				405	7.54855778
				406	9.86620746
				407	13.47475258
				408	1.65707450
				409	1.84663062
				410	1.93320964
				411	1.49886221
				412	1.65707450
				413	1.84663062
				414	6.37949932
				415	1.84663062
				416	1.93320964
				417	10.96787175
				418	1.65707450
				419	6.77342112
				420	5.30716893
				421	5.13846777
				422	1.65707450
				423	1.84663062
				424	1.49886221
				425	1.65707450
				426	1.65707450
				427	1.65707450
				428	1.49886221
				429	1.84663062
				430	1.93320964
				431	6.64111983
				432	5.13846777
				433	1.49886221
				434	1.49886221
				435	1.49886221
				436	1.65707450
				437	1.49886221
				438	1.84663062
				439	11.74276741
				440	1.65707450
				441	1.65707450
				442	8.32455065
				443	6.64334201
				444	1.49886221
				445	1.49886221
				446	1.65707450
				447	1.93320964
				448	1.93320964
				449	1.65707450
				450	1.49886221
				451	1.65707450
				452	8.77875149
				453	1.65707450
				454	1.84663062
				455	1.84663062
				456	1.84663062
				457	7.44583787
				458	6.70108317
				459	1.49886221
				460	1.93320964
				461	1.65707450
				462	1.49886221
				463	1.93320964
				464	1.84663062
				465	5.65816557
				466	5.99902189
				467	5.30577665
				468	1.49886221
				469	1.84663062
				470	5.65509583
				471	1.49886221
				472	1.93320964
				473	1.65707450
				474	1.65707450
				475	1.65707450
				476	1.84663062
				477	9.98309551
				478	1.65707450
				479	1.93320964
				480	1.49886221
				481	5.13936811
				482	1.65707450
				483	8.49708143
				484	1.65707450
				485	1.84663062
				486	1.93320964
				487	1.65707450
				488	9.32701561
				489	5.13434180
				490	10.32056564
				491	1.49886221
				492	9.59352487
				493	5.72311670
				494	1.49886221
				495	1.84663062
				496	5.30190484
				497	6.69240928
				498	1.93320964
				499	7.55340375
				500	5.65509583
				501	5.72853057
				502	5.13434180
				503	1.93320964
				504	1.65707450
				505	1.49886221
				506	5.65816557
				507	5.72853057
				508	1.65707450
				509	1.65707450
				510	1.84663062
				511	5.13846777
				512	1.84663062
				513	1.49886221
				514	1.93320964
				515	8.24419901
				516	1.65707450
				517	1.65707450
				518	1.49886221
				519	1.93320964
				520	8.39166976
				521	1.93320964
				522	5.66040988
				523	1.84663062
				524	1.84663062
				525	1.49886221
				526	1.84663062
				527	1.84663062
				528	1.93320964
				529	1.49886221
				530	1.49886221
				531	1.49886221
				532	5.13434180
				533	1.65707450
				534	1.49886221
				535	1.93320964
				536	1.65707450
				537	9.00637975
				538	1.49886221
				539	6.97372278
				540	6.89664637
				541	5.65816557
				542	1.49886221
				543	1.84663062
				544	1.65707450
				545	6.99976379
				546	5.13846777
				547	7.08088616
				548	9.29002112
				549	6.75613887
				550	1.49886221
				551	1.65707450
				552	1.65707450
				553	1.65707450
				554	1.84663062
				555	1.93320964
				556	1.84663062
				557	1.65707450
				558	1.65707450
				559	1.65707450
				560	1.49886221
				561	1.49886221
				562	1.65707450
				563	1.65707450
				564	1.93320964
				565	1.93320964
				566	1.49886221
				567	1.65707450
				568	1.84663062
				569	1.49886221
				570	1.49886221
				571	1.49886221
				572	5.39288094
				573	1.47114279
				574	1.81853193
				575	1.84663062
				576	1.84663062
				577	1.49886221
				578	1.84663062
				579	1.65707450
				580	1.84663062
				581	1.65707450
				582	1.65707450
				583	1.49886221
				584	1.84663062
				585	1.49886221
				586	1.49886221
				587	1.93320964
				588	1.49886221
				589	1.49886221
				590	1.65707450
				591	7.09274085
				592	7.36308268
				593	1.65707450
				594	1.93320964
				595	1.49886221
				596	1.93320964
				597	1.49886221
				598	1.49886221
				599	7.22069469
				600	1.93320964
				601	1.93320964
				602	1.65707450
				603	1.65707450
				604	1.93320964
				605	1.93320964
				606	1.84663062
				607	1.49886221
				608	1.65707450
				609	1.93320964
				610	5.39288094
				611	1.84663062
				612	1.65707450
				613	1.65707450
				614	8.92630987
				615	5.13846777
				616	1.84663062
				617	1.49886221
				618	1.65707450
				619	1.65707450
				620	1.49886221
				621	1.65707450
				622	1.65707450
				623	1.84663062
				624	1.84663062
				625	1.93320964
				626	1.93320964
				627	1.65707450
				628	1.84663062
				629	1.84663062
				630	1.65707450
				631	1.49886221
				632	1.49886221
				633	5.13846777
				634	8.93963597
				635	1.93320964
				636	1.93320964
				637	1.49886221
				638	1.65707450
				639	1.84663062
				640	1.65707450
				641	1.64804759
				642	7.91554556
				643	5.23302940
				644	7.23976427
				645	6.62137776
				646	7.23976427
				647	5.54745702
				648	9.08057303
				649	1.48911220
				650	1.64804759
				651	1.64804759
				652	1.64804759
				653	1.65707450
				654	1.84663062
				655	1.65707450
				656	1.49886221
				657	1.49886221
				658	1.93320964
				659	1.49886221
				660	1.49886221
				661	1.93320964
				662	1.49886221
				663	1.84663062
				664	1.65707450
				665	1.93320964
				666	1.49886221
				667	1.49886221
				668	1.84663062
				669	1.93320964
				670	1.49886221
				671	1.93320964
				672	1.84663062
				673	1.49886221
				674	1.93320964
				675	1.84663062
				676	1.65707450
				677	1.49886221
				678	1.84663062
				679	1.49886221
				680	1.93320964
				681	1.49886221
				682	8.68805861
				683	5.92644846
				684	1.49886221
				685	1.93320964
				686	6.41253984
				687	1.65707450
				688	5.39288094
				689	1.93320964
				690	1.49886221
				691	1.93320964
				692	7.22069469
				693	7.09274085
				694	5.39288094
				695	1.49886221
				696	1.93320964
				697	1.93320964
				698	1.65707450
				699	1.65707450
				700	1.49886221
				701	1.93320964
				702	1.84663062
				703	9.26721323
				704	1.84663062
				705	5.39288094
				706	5.92644846
				707	1.65707450
				708	1.65707450
				709	1.84663062
				710	1.49886221
				711	1.65707450
				712	1.49886221
				713	1.84663062
				714	1.49886221
				715	5.65509583
				716	1.65707450
				717	1.65707450
				718	1.84663062
				719	1.84663062
				720	1.84663062
				721	6.89664637
				722	9.37062848
				723	12.69888904
				724	1.93320964
				725	9.98207522
				726	1.93320964
				727	1.93320964
				728	1.84663062
				729	1.49886221
				730	1.49886221
				731	1.65707450
				732	1.49886221
				733	1.49886221
				734	1.65707450
				735	1.65707450
				736	1.49886221
				737	1.49886221
				738	8.91925900
				739	5.13434180
				740	7.08088616
				741	1.49886221
				742	1.49886221
				743	1.65707450
				744	8.49537373
				745	1.49886221
				746	1.65707450
				747	8.61763042
				748	1.49886221
				749	7.55833209
				750	1.84663062
				751	1.65707450
				752	1.65707450
				753	1.49886221
				754	1.93320964
				755	1.84663062
				756	1.65707450
				757	16.33756542
				758	1.84663062
				759	1.65707450
				760	1.93320964
				761	1.49886221
				762	1.84663062
				763	1.84663062
				764	1.84663062
				765	1.84663062
				766	1.93320964
				767	1.93320964
				768	1.65707450
				769	1.49886221
				770	1.49886221
				771	1.49886221
				772	1.84663062
				773	11.67040736
				774	7.41032659
				775	1.84663062
				776	1.65707450
				777	1.84663062
				778	1.65707450
				779	1.84663062
				780	1.49886221
				781	1.93320964
				782	6.56186580
				783	7.07040101
				784	1.93320964
				785	1.65707450
				786	1.84663062
				787	1.65707450
				788	7.07416978
				789	1.93320964
				790	1.49886221
				791	6.69520537
				792	15.32435666
				793	8.80049396
				794	10.39479258
				795	5.13846777
				796	5.13434180
				797	1.65707450
				798	1.84663062
				799	1.65707450
				800	5.30716893
				801	9.87168833
				802	9.48983230
				803	6.58327242
				804	1.49886221
				805	12.53317112
				806	11.19801161
				807	1.49886221
				808	1.84663062
				809	12.33420477
				810	1.65707450
				811	13.41916011
				812	10.56994331
				813	9.97547994
				814	7.17655955
				815	1.49886221
				816	7.44583787
				817	1.49886221
				818	1.65707450
				819	6.38868658
				820	7.55793745
				821	10.80800681
				822	15.66735858
				823	11.47088464
				824	1.65707450
				825	1.49886221
				826	1.84663062
				827	10.49061871
				828	5.57145896
				829	7.33211085
				830	1.65707450
				831	1.65707450
				832	5.65509583
				833	5.65816557
				834	10.95103016
				835	7.73223481
				836	13.24004904
				837	10.68048214
				838	1.84663062
				839	1.93320964
				840	9.35746313
				841	1.65707450
				842	1.49886221
				843	1.93320964
				844	1.93320964
				845	1.84663062
				846	5.13936811
				847	1.49886221
				848	1.65707450
				849	1.93320964
				850	1.93320964
				851	1.49886221
				852	8.80049396
				853	1.65707450
				854	1.49886221
				855	1.49886221
				856	1.84663062
				857	1.93320964
				858	1.49886221
				859	6.74759340
				860	1.65707450
				861	1.65707450
				862	1.84663062
				863	1.93320964
				864	1.84663062
				865	1.49886221
				866	1.84663062
				867	1.84663062
				868	1.93320964
